"","x"
"willing",10
"word--",10
"_could_",9
"_did_",9
"_friend_",9
"_la",9
"_shall_",9
"_then_",9
"accord",9
"accuraci",9
"ador",9
"ancestor",9
"annum",9
"antiqu",9
"arm-chair",9
"attic",9
"bailiff",9
"baron",9
"beard",9
"beast",9
"belong",9
"boundari",9
"brillianc",9
"brogu",9
"burn",9
"cake",9
"capabl",9
"carpet",9
"cast",9
"ceil",9
"cherri",9
"citizen",9
"claret",9
"clear",9
"clergi",9
"colleg",9
"complet",9
"concept",9
"concess",9
"construct",9
"convent",9
"convey",9
"convuls",9
"counsellor",9
"counter",9
"country--",9
"court-plaist",9
"courtship",9
"crawford",9
"curaci",9
"dashwood",9
"daylight",9
"decre",9
"deliber",9
"despond",9
"destruct",9
"deuc",9
"done--",9
"edg",9
"elig",9
"embassi",9
"etiquett",9
"expedit",9
"family--",9
"foe",9
"foresight",9
"fresh",9
"friendli",9
"friends--",9
"glad",9
"glee",9
"globe",9
"god",9
"gracious",9
"guidanc",9
"harbour",9
"heel",9
"hit",9
"hole",9
"honour--",9
"hypocrit",9
"hyster",9
"imperfect",9
"indeed--",9
"indic",9
"inmat",9
"intermiss",9
"intim",9
"justif",9
"knave",9
"la'ship",9
"lieu",9
"loan",9
"love-lett",9
"mainten",9
"mansion",9
"mantelpiec",9
"monarch",9
"musician",9
"noon",9
"obedi",9
"odditi",9
"opium",9
"oppress",9
"ostent",9
"parchment",9
"partisan",9
"passeng",9
"patho",9
"peach",9
"persecut",9
"pheasant",9
"plain",9
"point--",9
"pork",9
"postur",9
"precept",9
"purport",9
"quotat",9
"rector",9
"regular",9
"reign",9
"restor",9
"rheumat",9
"roll",9
"salut",9
"scorn",9
"self-possess",9
"seren",9
"serious",9
"sheep",9
"shore",9
"shutter",9
"solicit",9
"speaker",9
"spi",9
"still",9
"sunshin",9
"sword",9
"thorp",9
"thoughtless",9
"tie",9
"tith",9
"tobacco",9
"total",9
"transit",9
"treati",9
"umbrella",9
"unconcern",9
"vacat",9
"verdict",9
"vestibul",9
"vindic",9
"viscountess",9
"warrant",9
"watering-plac",9
"whisky-punch",9
"woman--",9
"_have_",8
"_here_",8
"_very_",8
"_was_",8
"admiss",8
"affabl",8
"agreeabl",8
"allevi",8
"ash",8
"asylum",8
"aton",8
"auction",8
"avow",8
"bank-not",8
"barn",8
"bay",8
"bedsid",8
"billiard-room",8
"birthnight",8
"bold",8
"calendar",8
"candlelight",8
"cant",8
"catalogu",8
"certain--",8
"certif",8
"chaperon",8
"churchyard",8
"claus",8
"comm",8
"commerc",8
"contrit",8
"cotton",8
"coward",8
"cowardic",8
"death-b",8
"debat",8
"definit",8
"deliver",8
"deport",8
"dessert",8
"detest",8
"devic",8
"dexter",8
"dimens",8
"diminut",8
"diplomaci",8
"divers",8
"door--",8
"dunc",8
"durat",8
"eagl",8
"earl",8
"englishwoman",8
"entail",8
"epicur",8
"epigram",8
"epistl",8
"eye--",8
"fare",8
"feelings--",8
"femm",8
"find",8
"follow",8
"forebod",8
"forgeri",8
"gain",8
"garret",8
"gentleman--",8
"goos",8
"gradat",8
"graze",8
"growth",8
"gruel",8
"hand--",8
"hearer",8
"hervey",8
"historian",8
"hound",8
"imparti",8
"indecis",8
"infanc",8
"infatu",8
"infect",8
"insignific",8
"invect",8
"kilt",8
"lad",8
"ladder",8
"learn",8
"letter--",8
"lobbi",8
"ma'--",8
"make",8
"maladi",8
"manner--",8
"mantl",8
"manufactur",8
"massa",8
"memoir",8
"metropoli",8
"monsieur",8
"net",8
"niceti",8
"offens",8
"omiss",8
"palac",8
"parson",8
"pedlar",8
"petcalf",8
"pole",8
"poni",8
"pool",8
"present--",8
"profici",8
"proposit",8
"qualif",8
"rampart",8
"record",8
"recurr",8
"remitt",8
"repent",8
"repres",8
"restrict",8
"rever",8
"revolut",8
"roast",8
"sad",8
"salt",8
"self-import",8
"serpent",8
"shell",8
"shot",8
"shrub",8
"sleev",8
"small",8
"snuff-box",8
"son--",8
"spur",8
"squar",8
"standard",8
"stead",8
"stretch",8
"suitor",8
"survey",8
"third",8
"thou",8
"throne",8
"token",8
"ton",8
"torch",8
"tradesmen",8
"trait",8
"tumult",8
"vacanc",8
"waiting-maid",8
"weari",8
"weed",8
"well",8
"whist",8
"wink",8
"woe",8
"_all_",7
"_cannot_",7
"_do_",7
"_good",7
"_if_",7
"_more_",7
"_that",7
"--let",7
"--noth",7
".--mr",7
"acclam",7
"aggrav",7
"alert",7
"alphabet",7
"arabella",7
"arrear",7
"attain",7
"bandbox",7
"barouche-landau",7
"basin",7
"benefactor",7
"bias",7
"billiard-t",7
"bird-fanci",7
"bridegroom",7
"brief",7
"buzz",7
"bystand",7
"captiv",7
"card-room",7
"case--",7
"catastroph",7
"celebr",7
"chimney-piec",7
"cipher",7
"circuit",7
"circumlocut",7
"clergymen",7
"coach-hous",7
"coast",7
"coin",7
"commenc",7
"conjuror",7
"conqueror",7
"corp",7
"corps",7
"course--",7
"cramp",7
"cultiv",7
"cushion",7
"darci",7
"death--",7
"deathb",7
"decenc",7
"declam",7
"deris",7
"desk",7
"destin",7
"die",7
"director",7
"duet",7
"efficaci",7
"ejacul",7
"else--",7
"empir",7
"endow",7
"englishmen",7
"environ",7
"essay",7
"etern",7
"evas",7
"festiv",7
"fireplac",7
"flesh",7
"foreman",7
"friend_",7
"gamest",7
"gossoon",7
"hackney",7
"halfpenni",7
"harvest",7
"haughti",7
"hay",7
"high",7
"ice",7
"impedi",7
"imprison",7
"incid",7
"incivil",7
"indiscret",7
"inequ",7
"infami",7
"inflamm",7
"insinu",7
"interpret",7
"investig",7
"kiss",7
"landscap",7
"leader",7
"least--",7
"lid",7
"lightn",7
"liquor",7
"littl",7
"low",7
"mademoisell",7
"magnific",7
"matron",7
"merest",7
"midnight",7
"misapprehens",7
"montenero",7
"myrtl",7
"neat",7
"now--day",7
"nurseri",7
"nut",7
"oat",7
"orchard",7
"others--",7
"ould",7
"overs",7
"overtur",7
"pagoda",7
"pain--",7
"parishion",7
"part--",7
"passed--",7
"penit",7
"pension",7
"perhaps--",7
"pieti",7
"pit",7
"place--",7
"pleasant",7
"pomp",7
"port",7
"precis",7
"press",7
"profil",7
"profligaci",7
"prognost",7
"provoc",7
"puzzl",7
"quadrill",7
"quiz",7
"rail",7
"rap",7
"rash",7
"regul",7
"relish",7
"resolv",7
"retrospect",7
"riband",7
"riot",7
"rivalship",7
"rivet",7
"rude",7
"same",7
"satisfied--",7
"sausag",7
"scent",7
"schoolfellow",7
"see--",7
"short",7
"sieg",7
"singular",7
"slumber",7
"smith",7
"sonnet",7
"speck",7
"sportsmen",7
"stamp",7
"stanza",7
"statu",7
"stiff",7
"sudden",7
"supper-room",7
"theatric",7
"things--",7
"three-quart",7
"thunder",7
"tilney",7
"together--",7
"torrent",7
"translat",7
"truth--",7
"undertak",7
"upstair",7
"verac",7
"verdur",7
"viscount",7
"voice--",7
"volubl",7
"wafer",7
"wage",7
"walker",7
"white",7
"writ",7
"writing-desk",7
"yes--",7
"yet--",7
"_is_",6
"_mesn",6
"_should_",6
"_yet_",6
"----",6
"-agent",6
"-night--",6
".--""",6
".--oh",6
"<e2>",6
"abrupt",6
"acut",6
"adher",6
"ago--",6
"alli",6
"amateur",6
"amiti",6
"analog",6
"another--",6
"antagonist",6
"apricot",6
"armour",6
"arrest",6
"arrog",6
"ass",6
"attir",6
"avail",6
"background",6
"balconi",6
"balsam",6
"basi",6
"beaker",6
"beam",6
"bedroom",6
"bee",6
"better",6
"bingley",6
"biograph",6
"boarding-school",6
"boatmen",6
"bonfir",6
"boy--",6
"breez",6
"bright",6
"burden",6
"burial-plac",6
"button",6
"cardin",6
"caress",6
"cat",6
"cellar",6
"challeng",6
"circul",6
"cold--",6
"combat",6
"comfort--",6
"compet",6
"confederaci",6
"conjunct",6
"conscience--",6
"conversation--",6
"cops",6
"cradl",6
"crape",6
"dame",6
"dare",6
"days--",6
"deaf",6
"demeanour",6
"demesn",6
"depart",6
"desper",6
"dinner-parti",6
"directly--",6
"disast",6
"disciplin",6
"disclosur",6
"document",6
"doom",6
"down",6
"drudgeri",6
"duck",6
"eclat",6
"edific",6
"egot",6
"embellish",6
"emma",6
"england--",6
"enlarg",6
"equival",6
"everyon",6
"excit",6
"execr",6
"exit",6
"extenu",6
"fan",6
"farc",6
"fidget",6
"firesid",6
"five--twenti",6
"fli",6
"folk",6
"forget",6
"fraser",6
"freehold",6
"fret",6
"ful",6
"fund",6
"fuss",6
"gardin",6
"gaze",6
"girl--",6
"glare",6
"go--",6
"goddard",6
"guardianship",6
"half--hour",6
"hall-door",6
"halv",6
"hand-writ",6
"heir--law",6
"heyday",6
"homag",6
"hour--",6
"hue",6
"huzza",6
"ill-health",6
"ill-usag",6
"illustr",6
"infirm",6
"insan",6
"insipid",6
"instig",6
"intrud",6
"ire",6
"jen",6
"jilt",6
"jug",6
"landing-plac",6
"laurel",6
"leve",6
"lift",6
"load",6
"logic",6
"loveli",6
"lung",6
"magistr",6
"mammoth",6
"marriott",6
"martyr",6
"mass",6
"medium",6
"milk",6
"million",6
"miracl",6
"miss",6
"mistaken--",6
"monument",6
"mood",6
"nay",6
"necessari",6
"needl",6
"needlework",6
"night--",6
"north",6
"notorieti",6
"nuisanc",6
"offspr",6
"omen",6
"out_",6
"outsid",6
"pardon--",6
"paroxysm",6
"parsonage-hous",6
"passion--",6
"passport",6
"people--",6
"perciv",6
"perman",6
"phillip",6
"phoo",6
"physiognomi",6
"pillow",6
"plagu",6
"playhous",6
"plot",6
"plume",6
"poison",6
"post-chais",6
"pot",6
"poultri",6
"prefac",6
"presenti",6
"product",6
"promptitud",6
"provinc",6
"purchase-money",6
"purpose--",6
"quack",6
"radianc",6
"rambl",6
"recess",6
"red",6
"refug",6
"reject",6
"rents_",6
"repeat",6
"repugn",6
"rest--",6
"riddl",6
"right--",6
"sake--",6
"scoundrel",6
"see",6
"seizur",6
"self-approb",6
"self-consequ",6
"shoot",6
"shower",6
"silent--",6
"sitting-room",6
"situation--",6
"sob",6
"soil",6
"sprightli",6
"strang",6
"substitut",6
"suitabl",6
"surveyor",6
"tapestri",6
"teacher",6
"tempest",6
"tenor",6
"thumb",6
"trap",6
"tremor",6
"trepid",6
"twas",6
"two--",6
"usag",6
"utter",6
"vain--",6
"valet",6
"vase",6
"vengeanc",6
"villani",6
"weapon",6
"wedding-day",6
"well-wish",6
"wife--",6
"wine-merch",6
"wish--",6
"yate",6
"yawn",6
"years--",6
"_a_",5
"_appearance_",5
"_be_",5
"_gassoc_",5
"_home_",5
"_mi",5
"_my_",5
"_never_",5
"_so_",5
"_tact_",5
"_yours_",5
"---",5
"--bye",5
"--inde",5
"--one",5
"--though",5
"--ye",5
"--yet",5
".""--",5
"abstract",5
"acquaintance--",5
"administr",5
"age--",5
"angl",5
"annihil",5
"arrow",5
"ascent",5
"assidu",5
"atmospher",5
"attachment--",5
"back--",5
"bacon",5
"ball--",5
"ballad",5
"bard",5
"barrack-room",5
"barrier",5
"becaas",5
"beg",5
"bel-esprit",5
"belov",5
"bend",5
"bequest",5
"billet-doux",5
"blast",5
"blaze",5
"blossom",5
"bore",5
"breadth",5
"breakfast-parlour",5
"breath--",5
"bribe",5
"bridesmaid",5
"cage",5
"came--",5
"cane",5
"cell",5
"champfort",5
"chapman",5
"chin",5
"christian",5
"clever",5
"coachmen",5
"coars",5
"compact",5
"compound",5
"consumpt",5
"control",5
"conversazion",5
"convert",5
"copper",5
"corrupt",5
"couch",5
"cough",5
"countess",5
"cream",5
"credul",5
"crew",5
"crimin",5
"croft",5
"curl",5
"curtsi",5
"damask",5
"damp",5
"dead--",5
"deceit",5
"deduct",5
"den",5
"depth",5
"descend",5
"dialect",5
"digress",5
"dint",5
"discharg",5
"discredit",5
"discrimin",5
"doorway",5
"dose",5
"drama",5
"dul",5
"edit",5
"elliot",5
"emerg",5
"enmiti",5
"epithet",5
"evening--",5
"exploit",5
"exposur",5
"eyes--",5
"farmyard",5
"feast",5
"feebl",5
"fiction",5
"finish",5
"first",5
"fisherman",5
"flash",5
"fleet",5
"flood",5
"flower-garden",5
"fluctuat",5
"fluenci",5
"four--twenti",5
"freckl",5
"frown",5
"gainer",5
"gambler",5
"garrison",5
"gather",5
"gees",5
"genealog",5
"glen",5
"good--",5
"grain",5
"grammar",5
"gratitude--",5
"groan",5
"grocer",5
"gust",5
"half-year",5
"happiness--",5
"happy--",5
"herd",5
"hindranc",5
"hook",5
"hope--",5
"host",5
"huntsman",5
"husband--",5
"hyacinth",5
"idea--",5
"ill-natur",5
"inabl",5
"insight",5
"issu",5
"jargon",5
"judgment--",5
"jump",5
"lamb",5
"landladi",5
"last",5
"last--",5
"leagu",5
"licenc",5
"light--",5
"linch-pin",5
"lodger",5
"loin",5
"look--",5
"looking-glass",5
"magic",5
"mahogani",5
"maid-serv",5
"manor",5
"mantel-piec",5
"map",5
"mean--",5
"means--",5
"medal",5
"miladi",5
"miller",5
"mimickri",5
"minutia",5
"mix",5
"moralist",5
"moss",5
"mount",5
"mule",5
"music-room",5
"nabob",5
"naivet",5
"name--",5
"negat",5
"nobl",5
"noblemen",5
"notice--",5
"nought",5
"odd",5
"oil",5
"oliv",5
"oracl",5
"orang",5
"ordin",5
"ottoman",5
"overturn",5
"oyster",5
"pane",5
"panton",5
"paradis",5
"particip",5
"partnership",5
"petit",5
"pie",5
"pier",5
"plaintiff",5
"please--",5
"point_",5
"pointer",5
"pork--",5
"poster",5
"pre-emin",5
"predica",5
"prescript",5
"pretext",5
"priori",5
"prodigi",5
"protégé",5
"prude",5
"pug",5
"pun",5
"queer",5
"rabbi",5
"receiv",5
"rectitud",5
"relaps",5
"remain",5
"repriev",5
"research",5
"respit",5
"restless",5
"reviv",5
"rider",5
"rocking-ston",5
"rosebud",5
"sage",5
"said--",5
"sail",5
"salad",5
"satir",5
"school-room",5
"scrag",5
"scrap",5
"se'nnight",5
"secresi",5
"selv",5
"semichorus",5
"sense--",5
"servil",5
"shark",5
"shout",5
"sinecur",5
"slate",5
"slice",5
"sloop",5
"slope",5
"smiling--""",5
"snare",5
"soften",5
"solac",5
"solid",5
"someon",5
"spark",5
"spend",5
"sportsman",5
"stain",5
"stare",5
"stay--",5
"step-moth",5
"stile",5
"stimulus",5
"stirrup",5
"strike",5
"stroll",5
"subject--",5
"subsidi",5
"sure--",5
"suscept",5
"tact",5
"tax",5
"tea-tabl",5
"tell",5
"terrac",5
"thread",5
"tool",5
"toothpick-cas",5
"tower",5
"tract",5
"trembl",5
"true--",5
"tutor",5
"twould",5
"unfit",5
"unicorn",5
"unpleas",5
"unworthi",5
"upholster",5
"upright",5
"uproar",5
"varianc",5
"venison",5
"vent",5
"veranda",5
"verb",5
"wax",5
"wear",5
"wedding-cloth",5
"window-curtain",5
"wittic",5
"wrong",5
"_album_",4
"_always_",4
"_as",4
"_at_",4
"_au",4
"_delicaci",4
"_gentlemen_",4
"_her",4
"_his",4
"_how_",4
"_mine_",4
"_only_",4
"_own_",4
"_presentiments_",4
"_something_",4
"_tete--tete_",4
"_thing",4
"_time_",4
"_to_",4
"_were_",4
"_would_",4
"_your_",4
"--clarenc",4
"--everi",4
"--mr",4
"--shall",4
"--someth",4
"-piec",4
"-tenant",4
")--",4
"abridg",4
"academi",4
"affirm",4
"ailment",4
"aim",4
"air--",4
"answer--",4
"apprais",4
"approv",4
"apron",4
"architectur",4
"arrived--",4
"attention--",4
"authority--",4
"baiz",4
"banish",4
"banjor",4
"baronetci",4
"barouche-box",4
"barrow",4
"baubl",4
"bed-chamb",4
"bent",4
"berryl",4
"bertram",4
"best--",4
"biscuit",4
"boatman",4
"bookcas",4
"books_",4
"books--",4
"border",4
"bounti",4
"bower",4
"bowl",4
"bowling-green",4
"brandi",4
"break",4
"brick",4
"brother--",4
"bush",4
"cabal",4
"calf",4
"camp",4
"canopi",4
"carman",4
"carpet-work",4
"carriage--",4
"carrier",4
"carv",4
"casement",4
"child--",4
"choos",4
"churchil",4
"circumspect",4
"clamour",4
"cluster",4
"coal",4
"coffee-hous",4
"coffin",4
"cole",4
"collar",4
"collins",4
"commiser",4
"company--",4
"compens",4
"compuls",4
"compunct",4
"conform",4
"congreg",4
"contact",4
"contest",4
"conundrum",4
"cord",4
"country-d",4
"countryman",4
"cox",4
"cratur",4
"cravat",4
"crayon",4
"crowd--",4
"cruis",4
"curtsey",4
"cutlet",4
"daresay",4
"dash",4
"debtor",4
"defeat",4
"deliveri",4
"demerit",4
"denomin",4
"depress",4
"dew",4
"dilemma",4
"dinner--",4
"disappear",4
"discomposur",4
"discourag",4
"dissolut",4
"distract",4
"diver",4
"domest",4
"donkey",4
"dragon",4
"dressing-closet",4
"drug",4
"due",4
"dull",4
"dutchmen",4
"earwig",4
"effigi",4
"elat",4
"elder",4
"els",4
"emma--",4
"emolu",4
"emperor",4
"emul",4
"enclosur",4
"engagement.--",4
"engrav",4
"ensign",4
"entré",4
"envelop",4
"equiti",4
"evergreen",4
"exactly--",4
"expenditur",4
"expostul",4
"extens",4
"extinct",4
"extract",4
"eyelash",4
"face--",4
"fail",4
"fancy--",4
"father--law",4
"fickl",4
"fiend",4
"fin",4
"financ",4
"flag",4
"flint",4
"flourish",4
"flute",4
"fold",4
"foliag",4
"footnot",4
"footpath",4
"fort",4
"friendship--",4
"gambl",4
"gaming-t",4
"geranium",4
"ghost",4
"grammarian",4
"great--",4
"green-hous",4
"green-room",4
"gresham",4
"ha-ha",4
"hammer-cloth",4
"hands--",4
"happen",4
"harangu",4
"hate",4
"haunch",4
"head-ach",4
"heard--",4
"hearth",4
"hell",4
"hen",4
"hostess",4
"howl",4
"hypochondriac",4
"ident",4
"ill-breed",4
"impetuos",4
"incompat",4
"indeed.--",4
"industri",4
"inexperi",4
"infal",4
"infer",4
"inherit",4
"iniqu",4
"innkeep",4
"innov",4
"inquietud",4
"insincer",4
"intercess",4
"interim",4
"intrepid",4
"item",4
"jame",4
"jar",4
"jockey",4
"junction",4
"just",4
"justice--",4
"keeper",4
"kettl",4
"knack",4
"knive",4
"knot",4
"ladies--",4
"leave-tak",4
"leisure--",4
"libel",4
"likely--",4
"linen-drap",4
"lion",4
"listless",4
"litig",4
"loser",4
"loss--",4
"lotteri",4
"loung",4
"loves_",4
"lozeng",4
"machin",4
"madeira",4
"magazin",4
"magnitud",4
"maid_",4
"man-serv",4
"marriage--",4
"mayn't",4
"measl",4
"memento",4
"meridian",4
"midshipman",4
"mill",4
"mirror",4
"mischanc",4
"misconcept",4
"misconstruct",4
"miser",4
"money--",4
"monosyl",4
"moose-d",4
"morsel",4
"mourn",4
"mous",4
"musgrov",4
"music-book",4
"nativ",4
"nest",4
"news--",4
"nicknam",4
"nobody--",4
"norri",4
"notch",4
"nuptial",4
"oblivion",4
"off_",4
"omar",4
"on_",4
"one--twenti",4
"opinion--",4
"oppon",4
"orchestra",4
"ostler",4
"otherwise--",4
"outrag",4
"palm",4
"palmer",4
"parentag",4
"parties--",4
"party--",4
"pas",4
"past--",4
"peep",4
"peliss",4
"penalti",4
"perjuri",4
"peu",4
"pew",4
"phosphorus",4
"physic",4
"pig-driv",4
"pile",4
"pillar",4
"planter",4
"plaudit",4
"plead",4
"pleasantri",4
"pleasure--",4
"pleasure-ground",4
"plum",4
"polish",4
"pon",4
"populac",4
"predict",4
"pressur",4
"pride--",4
"professor",4
"promise--",4
"prompter",4
"propinqu",4
"protector",4
"proxi",4
"pruderi",4
"public-hous",4
"punctilio",4
"pyramid",4
"quadrangl",4
"qui",4
"rag",4
"rake",4
"reduct",4
"region",4
"rejoind",4
"reminisc",4
"remuner",4
"rencontr",4
"repast",4
"respons",4
"retort",4
"road-mak",4
"rub",4
"ruptur",4
"sand",4
"sarcasm",4
"sauc",4
"scene-paint",4
"school-girl",4
"scissor",4
"sealing-money",4
"seduct",4
"self-interest",4
"semblanc",4
"senior",4
"sequel",4
"service--",4
"shift",4
"shire",4
"shriek",4
"sister--",4
"sit",4
"slipper",4
"smooth",4
"sobrieti",4
"sod",4
"soliloquy",4
"solitari",4
"sons--",4
"soon--",4
"sooth",4
"sore-throat",4
"south",4
"spasm",4
"speak--",4
"specif",4
"spleen",4
"spoon",4
"spread",4
"stabil",4
"stable-yard",4
"statesmen",4
"statira",4
"steed",4
"still--",4
"sting",4
"stipul",4
"street-door",4
"stupifi",4
"subscript",4
"sulphur",4
"superflu",4
"sweep-gat",4
"swim",4
"swoon",4
"taste--",4
"tax-gather",4
"tedious",4
"teeth",4
"temper--",4
"tester",4
"tête-à-têt",4
"thatch",4
"theme",4
"thief",4
"thing_",4
"think--",4
"thorn",4
"three--twenti",4
"times--",4
"ting",4
"tipto",4
"toler",4
"tooth",4
"town--",4
"tray",4
"treason",4
"trespass",4
"trice",4
"trim",4
"troth",4
"turnpik",4
"twilight",4
"underplot",4
"undervoic",4
"unknown",4
"upstart",4
"urn",4
"vault",4
"vicar",4
"vicissitud",4
"violat",4
"virginia",4
"votari",4
"voyag",4
"wainscot",4
"warehous",4
"watchmak",4
"waver",4
"wedding-cak",4
"well-",4
"west",4
"wick",4
"wild",4
"will--",4
"window-shutt",4
"women--",4
"word.--",4
"worshipp",4
"worthi",4
"wrinkl",4
"wrist",4
"writing-t",4
"year--",4
"_all",3
"_am_",3
"_ani",3
"_are_",3
"_been_",3
"_common",3
"_delicacy_",3
"_dilapid",3
"_does_",3
"_en",3
"_everi",3
"_gratitude_",3
"_half_",3
"_has_",3
"_insist_",3
"_lady_",3
"_love_",3
"_may_",3
"_once_",3
"_pouf",3
"_read_",3
"_reticule_",3
"_scene_",3
"_sensation_",3
"_slang_",3
"_so",3
"_tête-à-tête_",3
"_told_",3
"_veri",3
"_well",3
"_who_",3
"--'tis",3
"--ay",3
"--lord",3
"--love",3
"--may",3
"--much",3
"--none",3
"--now",3
"--well",3
"-day--",3
"-morrow--",3
".--harriet",3
"100l",3
"accompani",3
"account.--",3
"accumul",3
"ale",3
"alley",3
"always--",3
"amor",3
"ancient",3
"anima",3
"annoy",3
"antiquari",3
"apparit",3
"apropo",3
"argand",3
"aristocraci",3
"army--",3
"arrowroot",3
"artless",3
"assiz",3
"audac",3
"aught",3
"aunt--",3
"auspic",3
"auxiliari",3
"averag",3
"avid",3
"avoid",3
"aye",3
"backgammon",3
"bad",3
"bane",3
"bankrupt",3
"banner",3
"barbar",3
"barbarian",3
"baronetag",3
"bash",3
"bayonet",3
"beadl",3
"beat",3
"beef",3
"behind",3
"benefic",3
"better--",3
"birth-night",3
"bladder",3
"blanket",3
"blot",3
"blue",3
"body_",3
"body--",3
"bolt",3
"bonn",3
"booksel",3
"boudoir_",3
"boudoir--",3
"bracelet",3
"brass",3
"bread-seal",3
"break-",3
"breakfast-t",3
"breakfast-tim",3
"brew",3
"bridl",3
"briefli",3
"brother-offic",3
"bruis",3
"buck",3
"buffooneri",3
"bull",3
"buy",3
"cambric",3
"can--",3
"cape",3
"caper",3
"care--",3
"carnat",3
"caro",3
"carriage-door",3
"carriage-hors",3
"cases--",3
"castle-build",3
"catch",3
"cautious",3
"cave",3
"celibaci",3
"censor",3
"certainly--",3
"chaise-door",3
"chambermaid",3
"chance--",3
"chancellor",3
"charmer",3
"chart",3
"chasm",3
"cheat",3
"cherry-tre",3
"chess-board",3
"chess-man",3
"chevelure_",3
"chicken-yard",3
"childish",3
"children--",3
"children.--",3
"chivalri",3
"choice--",3
"christen",3
"church-yard",3
"circumstances--",3
"clemenc",3
"cliff",3
"clonbroni",3
"clue",3
"coach-door",3
"cock",3
"cogit",3
"colleagu",3
"collin",3
"comb",3
"come",3
"common",3
"competitor",3
"complain",3
"complic",3
"compos",3
"condemn",3
"conduct.--",3
"conflict",3
"conjur",3
"conniv",3
"consideration--",3
"constabl",3
"constitu",3
"contemporari",3
"contrarieti",3
"contribut",3
"conviction--",3
"corpor",3
"correct",3
"costum",3
"counteract",3
"counterfeit",3
"counterpart",3
"counting-hous",3
"countrywomen",3
"credenti",3
"creol",3
"crystal",3
"curmudgeon",3
"current",3
"d--d",3
"dagger",3
"dan",3
"dark--",3
"dart",3
"daub",3
"de-",3
"dead",3
"deal--",3
"dear_",3
"decay",3
"delirium",3
"demarc",3
"dénouement",3
"dentist",3
"denunci",3
"deprav",3
"deput",3
"deserv",3
"deviat",3
"di'mond",3
"dictionari",3
"dilapid",3
"din",3
"disappointment--",3
"discomfitur",3
"disobedi",3
"dispatch",3
"disproport",3
"disquisit",3
"disservic",3
"dissimilar",3
"distance_",3
"distance--",3
"distast",3
"doer",3
"dome",3
"done.--",3
"door-bel",3
"douceur",3
"doze",3
"drain",3
"dreamer",3
"dropt",3
"drunken",3
"dusk",3
"duty-work",3
"earring",3
"easi",3
"economist",3
"edmund",3
"elast",3
"elm",3
"em--",3
"emigr",3
"empti",3
"enchant",3
"end--",3
"enemies--",3
"england",3
"entangl",3
"entre",3
"enumer",3
"epaulett",3
"essenti",3
"esteem--",3
"estrang",3
"ex-",3
"exact",3
"exclus",3
"exig",3
"expected--",3
"extortion",3
"eyebrow",3
"fabl",3
"facil",3
"faction",3
"facts--",3
"farm-hous",3
"farmhous",3
"farrier",3
"farther--",3
"fascin",3
"fashion--",3
"favour--",3
"feel--",3
"feeling--",3
"felicit",3
"fenc",3
"festoon",3
"fetcher",3
"fête",3
"fifth",3
"fitting-",3
"flannel",3
"flavour",3
"flock",3
"flurri",3
"fluxion",3
"folding-door",3
"foolish",3
"former",3
"fountain",3
"fowl",3
"fragment",3
"fragranc",3
"frenchwoman",3
"frenzi",3
"frigat",3
"frugal",3
"full",3
"gad",3
"gallant",3
"gallop",3
"game--",3
"gap",3
"garron",3
"generalship",3
"genius_",3
"genius--",3
"gild",3
"girdl",3
"girth",3
"giver",3
"glazier",3
"gleam",3
"godfath",3
"godmoth",3
"goldfinch",3
"gone--",3
"goodness--",3
"goose-quil",3
"gosshawk",3
"gouvernant",3
"granari",3
"grande",3
"grandpapa",3
"grazier",3
"green",3
"grey",3
"groundwork",3
"guil",3
"hack",3
"half-past",3
"half-whisp",3
"ham",3
"hammer",3
"hammercloth",3
"handsome--",3
"hard",3
"hare",3
"harriet",3
"harvill",3
"head--",3
"head-dress",3
"heath",3
"hedge-row",3
"hempse",3
"henri",3
"history--",3
"horizon",3
"horse-back",3
"horsemen",3
"horsewoman",3
"hot-hous",3
"however--",3
"hurt--",3
"hush",3
"ide",3
"idol",3
"ill--",3
"immens",3
"imper",3
"imposit",3
"impossible--",3
"impun",3
"in_",3
"inadvert",3
"incapac",3
"incumbr",3
"indecorum",3
"infant--",3
"information--",3
"inquisit",3
"inscript",3
"inspir",3
"institut",3
"instructress",3
"insuffici",3
"intemper",3
"interest--",3
"intestin",3
"intimacy--",3
"intox",3
"inuendo",3
"irishwoman",3
"irregular",3
"it_",3
"jealous--",3
"jelli",3
"joint",3
"junior",3
"keener",3
"keep",3
"kind--",3
"knight-errantri",3
"knit",3
"laburnum",3
"labyrinth",3
"lady-lieuten",3
"lake",3
"landau",3
"lantern",3
"lay",3
"lemna",3
"letter-writ",3
"licens",3
"licenti",3
"liev",3
"life.--",3
"like--",3
"link",3
"lips--",3
"litter",3
"little--",3
"lordship--",3
"loyalti",3
"lucas",3
"luminari",3
"lying-",3
"machineri",3
"maiden",3
"mail-coach",3
"major",3
"man_",3
"man.--",3
"mane",3
"manners--",3
"mansion-hous",3
"march",3
"mariann",3
"marin",3
"market-plac",3
"marri",3
"marry--",3
"martin",3
"master--",3
"master-piec",3
"mathematician",3
"mediat",3
"melodi",3
"ment",3
"mermaid",3
"mess",3
"methodist",3
"middlemen",3
"milord",3
"mimicri",3
"mind.--",3
"mismanag",3
"misnom",3
"mist",3
"mistake--",3
"mite",3
"mo-",3
"mockeri",3
"moment--""",3
"mordicai",3
"morello",3
